"Model","Metric","Mean","SD"
"LightGBM","mae",0.895269265502332,0
"LightGBM","mse",2.4890388734131,0
"LightGBM","r2",0.969314686761676,0
"LightGBM","rmse",1.57766880979916,0
"PRForest","mae",0,0
"PRForest","mse",0,0
"PRForest","r2",0,0
"PRForest","rmse",0,0
"RaFFLE","mae",1.23226148548742,0.0221449600478719
"RaFFLE","mse",3.5124548137673,0.151536897982232
"RaFFLE","r2",0.956697833309404,0.00186817378845209
"RaFFLE","rmse",1.87376171457476,0.040439952208461
"RandomForest","mae",1.00957633438674,0
"RandomForest","mse",2.5374237087406,0
"RandomForest","r2",0.968718189919514,0
"RandomForest","rmse",1.59292928554302,0
"XGBoost","mae",0.645833856871958,0
"XGBoost","mse",0.6814189565531,0
"XGBoost","r2",0.991599346096314,0
"XGBoost","rmse",0.825481045544415,0
