"Model","Metric","Mean","SD"
"LightGBM","mae",2.41538010873954,0.476527897205793
"LightGBM","mse",21.7318923645168,5.33763307467617
"LightGBM","r2",-0.0698419314171532,0.135250599395815
"LightGBM","rmse",4.63033256077337,0.569515136038061
"PRForest","mae",2.27660101963531,0.439435478192805
"PRForest","mse",19.9116015181891,4.21664368113478
"PRForest","r2",0.0177980341198293,0.0776567309460364
"PRForest","rmse",4.4391023290301,0.478390856690693
"RaFFLE","mae",2.51822435208939,0.523959057257353
"RaFFLE","mse",22.2916343588679,5.26641732071946
"RaFFLE","r2",-0.100905028224397,0.159072683287055
"RaFFLE","rmse",4.69126776425373,0.561388282090544
"RandomForest","mae",2.54198689915296,0.602143615117935
"RandomForest","mse",23.3172071638357,6.39259200309945
"RandomForest","r2",-0.144549729377685,0.202045154126976
"RandomForest","rmse",4.78543499763805,0.680538224264567
"XGBoost","mae",2.17862206888944,0.486393747332924
"XGBoost","mse",23.7356246939649,4.73706069547938
"XGBoost","r2",-0.189497403558453,0.23119900469253
"XGBoost","rmse",4.85007064809691,0.485843370317916
