"Model","Metric","Mean","SD"
"CART","mae",0.458788117378594,0.0456574891295126
"CART","mse",0.432241777355751,0.209141124829875
"CART","r2",0.907683483236673,0.0525914193967587
"CART","rmse",0.642739293150061,0.154628499947096
"Lasso","mae",1.37044853988088,0.0853639881540166
"Lasso","mse",2.69465937092678,0.233264025728499
"Lasso","r2",0.436136169437026,0.0604251542457248
"Lasso","rmse",1.64026949554714,0.0722439695089261
"LightGBM","mae",0.494267974164427,0.068434821383502
"LightGBM","mse",0.52294852393445,0.303970293765725
"LightGBM","r2",0.888609837177724,0.0701181376649637
"LightGBM","rmse",0.699109744751606,0.206742861810855
"PILOT","mae",0.461625124103357,0.0492930327412191
"PILOT","mse",0.544877962258301,0.259403608179248
"PILOT","r2",0.881029723686249,0.0652200189932293
"PILOT","rmse",0.718477098182012,0.189303399488284
"PRForest","mae",0,0
"PRForest","mse",0,0
"PRForest","r2",0,0
"PRForest","rmse",0,0
"RaFFLE","mae",0.496096865978242,0.0512622098387995
"RaFFLE","mse",0.520508810410725,0.205518706267478
"RaFFLE","r2",0.889170946105076,0.0479722757791109
"RaFFLE","rmse",0.709558715393819,0.145924808631872
"RandomForest","mae",0.519256200157091,0.0569572877583851
"RandomForest","mse",0.487640580078697,0.147862413735576
"RandomForest","r2",0.899159826017143,0.0253319822710891
"RandomForest","rmse",0.691776490289377,0.106570795493003
"Ridge","mae",1.37277251889713,0.0862749439100663
"Ridge","mse",2.70952680189883,0.223160121070691
"Ridge","r2",0.432493029474176,0.0652618807151886
"Ridge","rmse",1.6449066610555,0.0690007093630526
"XGBoost","mae",0.507390745382598,0.0406246646162546
"XGBoost","mse",0.497115985672395,0.20118398685124
"XGBoost","r2",0.893669173399743,0.0498287150771183
"XGBoost","rmse",0.693828267028259,0.140170973925412
