"Model","Metric","Mean","SD"
"CART","mae",0.268744609764567,0.0147431486763194
"CART","mse",0.110704125886255,0.0136493211088508
"CART","r2",0.73812777064905,0.0350214339244184
"CART","rmse",0.332195981451,0.0209151797165952
"Lasso","mae",0,0
"Lasso","mse",0,0
"Lasso","r2",0,0
"Lasso","rmse",0,0
"LightGBM","mae",0.260246427639262,0.00994718782379186
"LightGBM","mse",0.106416743759901,0.0113276149787964
"LightGBM","r2",0.748315697581488,0.0293467292997666
"LightGBM","rmse",0.325849308504889,0.017283370142531
"PILOT","mae",0.249140154088075,0.0168046811315621
"PILOT","mse",0.0992034924279337,0.0142444907486243
"PILOT","r2",0.765548047932037,0.0335601100157108
"PILOT","rmse",0.314309070084274,0.0227294107571178
"PRForest","mae",0,0
"PRForest","mse",0,0
"PRForest","r2",0,0
"PRForest","rmse",0,0
"RaFFLE","mae",0.248992412140125,0.016053953681923
"RaFFLE","mse",0.0992296521279271,0.0138295692309964
"RaFFLE","r2",0.765487326578219,0.0325662691408567
"RaFFLE","rmse",0.314390611770088,0.022028259087965
"RandomForest","mae",0.290716575627808,0.0180374101891919
"RandomForest","mse",0.13050977222302,0.0192270169936807
"RandomForest","r2",0.69234107304413,0.0363964950957271
"RandomForest","rmse",0.360518719797542,0.0258849594011818
"Ridge","mae",0,0
"Ridge","mse",0,0
"Ridge","r2",0,0
"Ridge","rmse",0,0
"XGBoost","mae",0.284975664335443,0.0295754929346245
"XGBoost","mse",0.126695421779081,0.0306407036454986
"XGBoost","r2",0.702511328020106,0.0573151122428621
"XGBoost","rmse",0.354075203019851,0.0407150522769527
