"Model","Metric","Mean","SD"
"LightGBM","mae",0.260568137022418,0.00975706990953294
"LightGBM","mse",0.105195758233888,0.00872092350644728
"LightGBM","r2",0.748641300406152,0.0321589646540349
"LightGBM","rmse",0.324093472994158,0.0132990808568282
"PRForest","mae",0.253527776165075,0.0142122665881606
"PRForest","mse",0.100847784588672,0.0109332134058944
"PRForest","r2",0.759751745350254,0.0294225029054653
"PRForest","rmse",0.317145729508902,0.0172037089973351
"RaFFLE","mae",0.252752651265512,0.0136212256175439
"RaFFLE","mse",0.100284418590568,0.0106057474100775
"RaFFLE","r2",0.760866778773396,0.0307038964088248
"RaFFLE","rmse",0.31627748917419,0.0167653224192293
"RandomForest","mae",0.284619033236785,0.0155635445659307
"RandomForest","mse",0.125803860866593,0.0153239487881627
"RandomForest","r2",0.699307160268587,0.0457601357317114
"RandomForest","rmse",0.354128137631803,0.021005898748897
"XGBoost","mae",0.27681345731593,0.0129845464684577
"XGBoost","mse",0.118517055431386,0.0125227412879357
"XGBoost","r2",0.716623835956094,0.0408081155824891
"XGBoost","rmse",0.34384411216667,0.0178972983591181
