"Model","Metric","Mean","SD"
"CART","mae",2.79521507965737,0.677924778052076
"CART","mse",26.7840102036614,5.84716102838444
"CART","r2",-0.351827094548671,0.354201652927021
"CART","rmse",5.1436653569867,0.602510395480904
"Lasso","mae",2.48154065742461,0.331303805464636
"Lasso","mse",20.7048292127952,4.14120411274869
"Lasso","r2",-0.0210351519633498,0.0350828331161259
"Lasso","rmse",4.52893081280769,0.463818577554567
"LightGBM","mae",2.39403194247423,0.540475777750516
"LightGBM","mse",21.3765359139973,5.16514834694221
"LightGBM","r2",-0.0531590477305691,0.153763041339491
"LightGBM","rmse",4.59183739032845,0.569176105123222
"PILOT","mae",2.31029181729717,0.179690052771957
"PILOT","mse",20.3503192501668,4.12518963770338
"PILOT","r2",-0.0040376271583489,0.0436735546849225
"PILOT","rmse",4.48997360340129,0.460019674611145
"PRForest","mae",2.18507861742262,0.216261608505956
"PRForest","mse",19.3503129986976,4.18078943721989
"PRForest","r2",0.0483828791692276,0.0450708365058095
"PRForest","rmse",4.37481663652283,0.484530007671398
"RaFFLE","mae",2.36860527097259,0.361558422180547
"RaFFLE","mse",21.0796773685368,4.36253412573331
"RaFFLE","r2",-0.0410115568414951,0.0905786643521387
"RaFFLE","rmse",4.56811761448513,0.485316424576693
"RandomForest","mae",2.58650251194601,0.581718322483956
"RandomForest","mse",23.5075163027598,5.99268873606359
"RandomForest","r2",-0.15719501933753,0.191975019558185
"RandomForest","rmse",4.81014348359349,0.641210634488352
"Ridge","mae",2.5688427084682,0.384859889848868
"Ridge","mse",21.0173009911443,4.11158711193165
"Ridge","r2",-0.0372143854033746,0.047502684718585
"Ridge","rmse",4.56348944601736,0.461717887931701
"XGBoost","mae",2.06662199642413,0.352095448713917
"XGBoost","mse",22.3337967977118,3.64808618665418
"XGBoost","r2",-0.118264952357,0.16344167323238
"XGBoost","rmse",4.71177197094718,0.384421197687434
