"Model","Metric","Mean","SD"
"CART","mae",1.08158184138746,0.0900989508863156
"CART","mse",1.96837562134611,0.466840859043354
"CART","r2",0.773547163775343,0.0213181940525246
"CART","rmse",1.39673973980501,0.161989446857866
"Lasso","mae",2.46152342899057,0.208923104185541
"Lasso","mse",8.67198311848744,1.84081852017364
"Lasso","r2",0.00111082589932806,0.05822910812193
"Lasso","rmse",2.93405715480767,0.308119451210166
"LightGBM","mae",1.00382898598154,0.0824943823251326
"LightGBM","mse",1.60560808290479,0.441512132554769
"LightGBM","r2",0.81553427781829,0.0271512763406673
"LightGBM","rmse",1.25959741798427,0.168919037613357
"PILOT","mae",0.980409504091892,0.000800495057358894
"PILOT","mse",1.55973849036546,0.153476263823159
"PILOT","r2",0.818317480014196,0.00984963983895399
"PILOT","rmse",1.24788752755084,0.0614232319465076
"PRForest","mae",1.85384177557864,0.345742897269867
"PRForest","mse",5.10808434003513,1.71862353150197
"PRForest","r2",0.418320824552744,0.132196989304646
"PRForest","rmse",2.2363247139083,0.400504895097609
"RaFFLE","mae",0.937608117579615,0.0191662382765682
"RaFFLE","mse",1.3582338172165,0.124300057125641
"RaFFLE","r2",0.84163185052111,0.0106356677145385
"RaFFLE","rmse",1.16463420530505,0.0528344355033751
"RandomForest","mae",1.14801328525759,0.0871179785365831
"RandomForest","mse",2.17209049977866,0.504900215790521
"RandomForest","r2",0.749494454485766,0.0291207250500621
"RandomForest","rmse",1.46749788962658,0.16676530088802
"Ridge","mae",2.47265945387815,0.218465689983075
"Ridge","mse",8.77273126798105,1.91318027413426
"Ridge","r2",-0.00991145508113792,0.0644858878752063
"Ridge","rmse",2.95045785854688,0.318268030722542
"XGBoost","mae",0.948753664066153,0.0552804232374354
"XGBoost","mse",1.45643799851432,0.292754581605842
"XGBoost","r2",0.831936890092601,0.00989835392590773
"XGBoost","rmse",1.20292888818999,0.118743979672619
