"Model","Metric","Mean","SD"
"CART","mae",1.09268529720493,0.0811081937174991
"CART","mse",1.95499436027089,0.344075887242326
"CART","r2",0.767162844108584,0.0174469738182522
"CART","rmse",1.39411185072819,0.119616616373455
"Lasso","mae",2.43321168599151,0.169343726379109
"Lasso","mse",8.38724478123097,1.42824147040153
"Lasso","r2",0.00201195091398263,0.0412679302732019
"Lasso","rmse",2.88811944049722,0.23981992893885
"LightGBM","mae",1.00859227330047,0.0592338072120053
"LightGBM","mse",1.59598750662188,0.313003308900399
"LightGBM","r2",0.809552448611884,0.0244877321189812
"LightGBM","rmse",1.25878162739847,0.119667879702255
"PILOT","mae",1.01491531286494,0.0500912846421023
"PILOT","mse",1.61200956721864,0.158469999063052
"PILOT","r2",0.805353376955015,0.0296081588922433
"PILOT","rmse",1.2684222111917,0.0623965280905699
"PRForest","mae",0,0
"PRForest","mse",0,0
"PRForest","r2",0,0
"PRForest","rmse",0,0
"RaFFLE","mae",0.942784087756506,0.0266039285388446
"RaFFLE","mse",1.34975824182421,0.0960337226547802
"RaFFLE","r2",0.837428800438922,0.0165203628395683
"RaFFLE","rmse",1.16121497745364,0.0408964845915428
"RandomForest","mae",1.18739847512577,0.0874138145898559
"RandomForest","mse",2.222539707482,0.374352492583523
"RandomForest","r2",0.733450684886064,0.0400943355806685
"RandomForest","rmse",1.48666600994261,0.124317548858324
"Ridge","mae",2.43206335564375,0.171112809005025
"Ridge","mse",8.40845004630041,1.47784832594657
"Ridge","r2",-0.000274773499291214,0.0488274312847998
"Ridge","rmse",2.89136982171839,0.246045220326969
"XGBoost","mae",0.958559872896425,0.0759389508280548
"XGBoost","mse",1.45988211690836,0.259597279523683
"XGBoost","r2",0.824527252701023,0.0319325250418478
"XGBoost","rmse",1.20452154651934,0.106124695989117
