"Model","Metric","Mean","SD"
"LightGBM","mae",0.986888910091067,0.0700164729578225
"LightGBM","mse",1.5469145829233,0.216655770952446
"LightGBM","r2",0.816941891146249,0.0213144179212397
"LightGBM","rmse",1.24092443628739,0.0883246935908851
"PRForest","mae",1.65634535675237,0.089573512619756
"PRForest","mse",4.08583183683999,0.558623389434407
"PRForest","r2",0.518121917604575,0.0313015347290601
"PRForest","rmse",2.01720908856153,0.136216045166667
"RaFFLE","mae",0.918580839098318,0.0535965643385727
"RaFFLE","mse",1.3066473838416,0.128090774391133
"RaFFLE","r2",0.844341802974029,0.0208064824641634
"RaFFLE","rmse",1.14183098308501,0.056464245409632
"RandomForest","mae",1.17060456812811,0.0789104397993559
"RandomForest","mse",2.20279339348385,0.344186763687889
"RandomForest","r2",0.738726096675764,0.0396472594700827
"RandomForest","rmse",1.48020778569755,0.11439844911634
"XGBoost","mae",0.960550299652216,0.0685186268954482
"XGBoost","mse",1.47403201762214,0.210931273629243
"XGBoost","r2",0.824676947051683,0.0301259575446993
"XGBoost","rmse",1.21140795811979,0.0851324238152105
