"Model","Metric","Mean","SD"
"LightGBM","mae",0.931809327617798,0.107086669869644
"LightGBM","mse",1.55819255503539,0.359766320508713
"LightGBM","r2",0.819082345671654,0.0294849047592993
"LightGBM","rmse",1.24087644917807,0.143054740535125
"PRForest","mae",0,0
"PRForest","mse",0,0
"PRForest","r2",0,0
"PRForest","rmse",0,0
"RaFFLE","mae",0.839942457013666,0.0697455731755571
"RaFFLE","mse",1.30782231078345,0.225521218970069
"RaFFLE","r2",0.8464615530051,0.0259933924353574
"RaFFLE","rmse",1.13969294162036,0.0995674511975872
"RandomForest","mae",1.1594090759272,0.084715287101525
"RandomForest","mse",2.24156370384675,0.430497807544149
"RandomForest","r2",0.737964537521295,0.0419666965176952
"RandomForest","rmse",1.49112827631448,0.141814305116732
"XGBoost","mae",0.875255387204024,0.0764464104887048
"XGBoost","mse",1.43703612815476,0.240014156407798
"XGBoost","r2",0.830822674302649,0.0330722419405402
"XGBoost","rmse",1.19509275461811,0.0988232766893896
