"Dataset","Model","Metric","Value"
"diabetes","PRForest","R2",0.247731119863667
"diabetes","PRForest","R2",0.395035225638833
"diabetes","RandomForest","MSE",3028.81140598927
"diabetes","RandomForest","MSE",2637.80272240341
"diabetes","RandomForest","MSE",4260.03577805808
"diabetes","RandomForest","MSE",3725.84888709659
"diabetes","RandomForest","MSE",4061.80469598765
"diabetes","RandomForest","MSE",2462.27301552651
"diabetes","RandomForest","MSE",3391.68491127589
"diabetes","RandomForest","MSE",2927.18604510669
"diabetes","RandomForest","MSE",2996.30099090025
"diabetes","RandomForest","MSE",2727.11849003457
"diabetes","RandomForest","MAE",43.6566022727273
"diabetes","RandomForest","MAE",44.9988522727273
"diabetes","RandomForest","MAE",53.7433257575758
"diabetes","RandomForest","MAE",48.7983977272727
"diabetes","RandomForest","MAE",52.1278074074074
"diabetes","RandomForest","MAE",41.7343106060606
"diabetes","RandomForest","MAE",50.2953901515152
"diabetes","RandomForest","MAE",45.193375
"diabetes","RandomForest","MAE",45.4169924242424
"diabetes","RandomForest","MAE",40.4545777777778
"diabetes","RandomForest","RMSE",55.0346382380158
"diabetes","RandomForest","RMSE",51.3595436350773
"diabetes","RandomForest","RMSE",65.2689495706655
"diabetes","RandomForest","RMSE",61.0397320365726
"diabetes","RandomForest","RMSE",63.7322892730808
"diabetes","RandomForest","RMSE",49.6212959879779
"diabetes","RandomForest","RMSE",58.2381740036197
"diabetes","RandomForest","RMSE",54.103475351466
"diabetes","RandomForest","RMSE",54.738478156597
"diabetes","RandomForest","RMSE",52.221820056702
"diabetes","RandomForest","R2",0.436755033183601
"diabetes","RandomForest","R2",0.265601612009002
"diabetes","RandomForest","R2",0.317337389669441
"diabetes","RandomForest","R2",0.387166074307238
"diabetes","RandomForest","R2",0.326608122977713
"diabetes","RandomForest","R2",0.550212227793648
"diabetes","RandomForest","R2",0.523285448334635
"diabetes","RandomForest","R2",0.581424189398861
"diabetes","RandomForest","R2",0.353902829632004
"diabetes","RandomForest","R2",0.581957187947525
"diabetes","XGBoost","MSE",3718.50114236483
"diabetes","XGBoost","MSE",2745.58191283527
"diabetes","XGBoost","MSE",4690.64702067177
"diabetes","XGBoost","MSE",3504.45686102859
"diabetes","XGBoost","MSE",4397.76107100726
"diabetes","XGBoost","MSE",2797.4046073208
"diabetes","XGBoost","MSE",3821.18076840703
"diabetes","XGBoost","MSE",2879.02343341371
"diabetes","XGBoost","MSE",3342.7559998782
"diabetes","XGBoost","MSE",2724.068373385
"diabetes","XGBoost","MAE",46.6369642777876
"diabetes","XGBoost","MAE",43.6788956902244
"diabetes","XGBoost","MAE",54.8695537393743
"diabetes","XGBoost","MAE",43.8939534967596
"diabetes","XGBoost","MAE",52.7119259304471
"diabetes","XGBoost","MAE",42.6602982607755
"diabetes","XGBoost","MAE",52.5043848211115
"diabetes","XGBoost","MAE",42.9048884131692
"diabetes","XGBoost","MAE",47.2697871815075
"diabetes","XGBoost","MAE",40.8996381971571
"diabetes","XGBoost","RMSE",60.9795141204391
"diabetes","XGBoost","RMSE",52.3983006674383
"diabetes","XGBoost","RMSE",68.4882984214951
"diabetes","XGBoost","RMSE",59.1984531979392
"diabetes","XGBoost","RMSE",66.3156170973871
"diabetes","XGBoost","RMSE",52.8904963799811
"diabetes","XGBoost","RMSE",61.815700015506
"diabetes","XGBoost","RMSE",53.6565320665966
"diabetes","XGBoost","RMSE",57.8165720177027
"diabetes","XGBoost","RMSE",52.1926084171408
"diabetes","XGBoost","R2",0.308498690807743
"diabetes","XGBoost","R2",0.23559449167363
"diabetes","XGBoost","R2",0.248332759136889
"diabetes","XGBoost","R2",0.423581009148584
"diabetes","XGBoost","R2",0.27091113336235
"diabetes","XGBoost","R2",0.488993146433214
"diabetes","XGBoost","R2",0.462918129338194
"diabetes","XGBoost","R2",0.588311248820232
"diabetes","XGBoost","R2",0.279196182455941
"diabetes","XGBoost","R2",0.582424743481299
"diabetes","LightGBM","MSE",3380.08808242029
"diabetes","LightGBM","MSE",2613.58162626303
"diabetes","LightGBM","MSE",4265.37631395442
"diabetes","LightGBM","MSE",3510.92209665558
"diabetes","LightGBM","MSE",3888.72062433722
"diabetes","LightGBM","MSE",2616.30630939488
"diabetes","LightGBM","MSE",3501.96789845955
"diabetes","LightGBM","MSE",3068.7665754349
"diabetes","LightGBM","MSE",3462.3058134618
"diabetes","LightGBM","MSE",2900.88711047754
"diabetes","LightGBM","MAE",44.672514893326
"diabetes","LightGBM","MAE",44.008380497488
"diabetes","LightGBM","MAE",52.8337623021682
"diabetes","LightGBM","MAE",44.2385480642483
"diabetes","LightGBM","MAE",49.4193202210093
"diabetes","LightGBM","MAE",43.719038089232
"diabetes","LightGBM","MAE",50.3588717102079
"diabetes","LightGBM","MAE",44.1140959380469
"diabetes","LightGBM","MAE",48.0189308851277
"diabetes","LightGBM","MAE",41.3022245363446
"diabetes","LightGBM","RMSE",58.1385249419031
"diabetes","LightGBM","RMSE",51.1232004696794
"diabetes","LightGBM","RMSE",65.3098485219069
"diabetes","LightGBM","RMSE",59.2530344932272
"diabetes","LightGBM","RMSE",62.3596073138472
"diabetes","LightGBM","RMSE",51.1498417338204
"diabetes","LightGBM","RMSE",59.1774272713807
"diabetes","LightGBM","RMSE",55.3964491229799
"diabetes","LightGBM","RMSE",58.841361417474
"diabetes","LightGBM","RMSE",53.8598840555523
"diabetes","LightGBM","R2",0.371430787650015
"diabetes","LightGBM","R2",0.272345078383419
"diabetes","LightGBM","R2",0.31648157897547
"diabetes","LightGBM","R2",0.422517596259367
"diabetes","LightGBM","R2",0.355303103808889
"diabetes","LightGBM","R2",0.522074693223851
"diabetes","LightGBM","R2",0.507784744063199
"diabetes","LightGBM","R2",0.561178744000358
"diabetes","LightGBM","R2",0.253417465127822
"diabetes","LightGBM","R2",0.55532001651478
"lifecyclesavings","RaFFLE","MSE",15.5749950627247
"lifecyclesavings","RaFFLE","MSE",9.41896288616875
"lifecyclesavings","RaFFLE","MSE",21.2122661551626
"lifecyclesavings","RaFFLE","MSE",7.69087099026357
"lifecyclesavings","RaFFLE","MSE",11.9047307748057
"lifecyclesavings","RaFFLE","MSE",30.4094570536897
"lifecyclesavings","RaFFLE","MSE",10.5238120881979
"lifecyclesavings","RaFFLE","MSE",41.6409579201169
"lifecyclesavings","RaFFLE","MSE",5.17909335528881
"lifecyclesavings","RaFFLE","MSE",8.6136833270682
"lifecyclesavings","RaFFLE","MAE",2.72714328315259
"lifecyclesavings","RaFFLE","MAE",2.33658634278858
"lifecyclesavings","RaFFLE","MAE",4.43352351716903
"lifecyclesavings","RaFFLE","MAE",2.19489020158247
"lifecyclesavings","RaFFLE","MAE",3.10080206032862
"lifecyclesavings","RaFFLE","MAE",5.43774553339112
"lifecyclesavings","RaFFLE","MAE",2.65727096704633
"lifecyclesavings","RaFFLE","MAE",5.60208083843142
"lifecyclesavings","RaFFLE","MAE",2.09758527572557
"lifecyclesavings","RaFFLE","MAE",2.08074777209458
"lifecyclesavings","RaFFLE","RMSE",3.94651682661112
"lifecyclesavings","RaFFLE","RMSE",3.069032891021
"lifecyclesavings","RaFFLE","RMSE",4.60567760000226
"lifecyclesavings","RaFFLE","RMSE",2.77324196388695
"lifecyclesavings","RaFFLE","RMSE",3.45032328554959
"lifecyclesavings","RaFFLE","RMSE",5.51447704262967
"lifecyclesavings","RaFFLE","RMSE",3.2440425533889
"lifecyclesavings","RaFFLE","RMSE",6.45298054546245
"lifecyclesavings","RaFFLE","RMSE",2.27576214822393
"lifecyclesavings","RaFFLE","RMSE",2.93490772036672
"lifecyclesavings","RaFFLE","R2",0.0874382799856649
"lifecyclesavings","RaFFLE","R2",0.266192149432518
"lifecyclesavings","RaFFLE","R2",-0.0460717481568069
"lifecyclesavings","RaFFLE","R2",0.224135726545014
"lifecyclesavings","RaFFLE","R2",-0.965042542739321
"lifecyclesavings","RaFFLE","R2",-3.62371151139066
"lifecyclesavings","RaFFLE","R2",-0.308598191779204
"lifecyclesavings","RaFFLE","R2",-0.0340979734161697
"lifecyclesavings","RaFFLE","R2",0.406361286915518
"lifecyclesavings","RaFFLE","R2",-0.772692559905834
"lifecyclesavings","PRForest","MSE",21.785248353128
"lifecyclesavings","PRForest","MSE",9.11218062107993
"lifecyclesavings","PRForest","MSE",23.8924230918849
"lifecyclesavings","PRForest","MSE",7.89903384947016
"lifecyclesavings","PRForest","MSE",4.6648884553004
"lifecyclesavings","PRForest","MSE",40.3647046856601
"lifecyclesavings","PRForest","MSE",5.35799171488896
"lifecyclesavings","PRForest","MSE",44.5685517633836
"lifecyclesavings","PRForest","MSE",12.1123842616295
"lifecyclesavings","PRForest","MSE",2.19255571691505
"lifecyclesavings","PRForest","MAE",2.94239690135965
"lifecyclesavings","PRForest","MAE",2.46080039912937
"lifecyclesavings","PRForest","MAE",4.81565743477846
"lifecyclesavings","PRForest","MAE",2.40780109329108
"lifecyclesavings","PRForest","MAE",2.07680585261265
"lifecyclesavings","PRForest","MAE",6.00258464008215
"lifecyclesavings","PRForest","MAE",2.120302899838
"lifecyclesavings","PRForest","MAE",5.46761053682952
"lifecyclesavings","PRForest","MAE",3.12919881742627
"lifecyclesavings","PRForest","MAE",1.07997820256175
"lifecyclesavings","PRForest","RMSE",4.66746701682272
"lifecyclesavings","PRForest","RMSE",3.01863886894076
"lifecyclesavings","PRForest","RMSE",4.88798763213297
"lifecyclesavings","PRForest","RMSE",2.81052198878966
"lifecyclesavings","PRForest","RMSE",2.15983528429841
"lifecyclesavings","PRForest","RMSE",6.3533223344688
"lifecyclesavings","PRForest","RMSE",2.3147336163993
"lifecyclesavings","PRForest","RMSE",6.67596822666073
"lifecyclesavings","PRForest","RMSE",3.48028508338462
"lifecyclesavings","PRForest","RMSE",1.48072810364194
"lifecyclesavings","PRForest","R2",-0.276429535162378
"lifecyclesavings","PRForest","R2",0.290092788734072
"lifecyclesavings","PRForest","R2",-0.178242277775085
"lifecyclesavings","PRForest","R2",0.203136008083594
"lifecyclesavings","PRForest","R2",0.229994827669812
"lifecyclesavings","PRForest","R2",-5.13739171269834
"lifecyclesavings","PRForest","R2",0.333752996451283
"lifecyclesavings","PRForest","R2",-0.106800884480693
"lifecyclesavings","PRForest","R2",-0.388347286328748
"lifecyclesavings","PRForest","R2",0.54877291642004
"lifecyclesavings","RandomForest","MSE",16.0238688832796
"lifecyclesavings","RandomForest","MSE",9.2029933125
"lifecyclesavings","RandomForest","MSE",18.6974750458917
"lifecyclesavings","RandomForest","MSE",8.44203155974792
"lifecyclesavings","RandomForest","MSE",7.01177312957129
"lifecyclesavings","RandomForest","MSE",38.0278469753361
"lifecyclesavings","RandomForest","MSE",11.1067052054944
"lifecyclesavings","RandomForest","MSE",49.5941205841083
"lifecyclesavings","RandomForest","MSE",3.9830647869375
"lifecyclesavings","RandomForest","MSE",2.74731679537556
"lifecyclesavings","RandomForest","MAE",2.58995388888889
"lifecyclesavings","RandomForest","MAE",2.35664619047619
"lifecyclesavings","RandomForest","MAE",4.08484222222222
"lifecyclesavings","RandomForest","MAE",2.61774875
"lifecyclesavings","RandomForest","MAE",2.08455514285714
"lifecyclesavings","RandomForest","MAE",5.84360083333333
"lifecyclesavings","RandomForest","MAE",2.63906666666667
"lifecyclesavings","RandomForest","MAE",6.01140766666667
"lifecyclesavings","RandomForest","MAE",1.552285
"lifecyclesavings","RandomForest","MAE",1.19192866666667
"lifecyclesavings","RandomForest","RMSE",4.00298249849779
"lifecyclesavings","RandomForest","RMSE",3.03364357044462
"lifecyclesavings","RandomForest","RMSE",4.32405770612415
"lifecyclesavings","RandomForest","RMSE",2.90551743408088
"lifecyclesavings","RandomForest","RMSE",2.64797528870103
"lifecyclesavings","RandomForest","RMSE",6.16667227727695
"lifecyclesavings","RandomForest","RMSE",3.33267238196233
"lifecyclesavings","RandomForest","RMSE",7.042309321814
"lifecyclesavings","RandomForest","RMSE",1.99576170595026
"lifecyclesavings","RandomForest","RMSE",1.65750318110571
"lifecyclesavings","RandomForest","R2",0.0611381069130328
"lifecyclesavings","RandomForest","R2",0.283017798981956
"lifecyclesavings","RandomForest","R2",0.0779438526602688
"lifecyclesavings","RandomForest","R2",0.148357748962395
"lifecyclesavings","RandomForest","R2",-0.157391356451641
"lifecyclesavings","RandomForest","R2",-4.78207606610096
"lifecyclesavings","RandomForest","R2",-0.381078854955446
"lifecyclesavings","RandomForest","R2",-0.23160422216434
"lifecyclesavings","RandomForest","R2",0.543452629245407
"lifecyclesavings","RandomForest","R2",0.434603309879954
"lifecyclesavings","XGBoost","MSE",12.8640532699051
"lifecyclesavings","XGBoost","MSE",11.5858885132139
"lifecyclesavings","XGBoost","MSE",14.8347628757103
"lifecyclesavings","XGBoost","MSE",7.3530673166675
"lifecyclesavings","XGBoost","MSE",13.0240380383205
"lifecyclesavings","XGBoost","MSE",39.9517967963286
"lifecyclesavings","XGBoost","MSE",7.83025844849666
"lifecyclesavings","XGBoost","MSE",47.9789761644732
"lifecyclesavings","XGBoost","MSE",2.17645830732984
"lifecyclesavings","XGBoost","MSE",4.21689577915641
"lifecyclesavings","XGBoost","MAE",2.05079389890035
"lifecyclesavings","XGBoost","MAE",2.57613620758057
"lifecyclesavings","XGBoost","MAE",3.52776268005371
"lifecyclesavings","XGBoost","MAE",2.63549468040466
"lifecyclesavings","XGBoost","MAE",3.13468907165527
"lifecyclesavings","XGBoost","MAE",5.80361868858337
"lifecyclesavings","XGBoost","MAE",2.16230487823486
"lifecyclesavings","XGBoost","MAE",6.31645377349853
"lifecyclesavings","XGBoost","MAE",1.43138117790222
"lifecyclesavings","XGBoost","MAE",1.67928827667236
"lifecyclesavings","XGBoost","RMSE",3.58664930957922
"lifecyclesavings","XGBoost","RMSE",3.40380500516906
"lifecyclesavings","XGBoost","RMSE",3.85159225200569
"lifecyclesavings","XGBoost","RMSE",2.71165398173652
"lifecyclesavings","XGBoost","RMSE",3.60888321206444
"lifecyclesavings","XGBoost","RMSE",6.32074337371235
"lifecyclesavings","XGBoost","RMSE",2.79825989652438
"lifecyclesavings","XGBoost","RMSE",6.92668579946234
"lifecyclesavings","XGBoost","RMSE",1.47528245001757
"lifecyclesavings","XGBoost","RMSE",2.05350816388842
"lifecyclesavings","XGBoost","R2",0.246276321047707
"lifecyclesavings","XGBoost","R2",0.0973723912554672
"lifecyclesavings","XGBoost","R2",0.268431471612987
"lifecyclesavings","XGBoost","R2",0.258213765575553
"lifecyclesavings","XGBoost","R2",-1.14979988272541
"lifecyclesavings","XGBoost","R2",-5.07460969861386
"lifecyclesavings","XGBoost","R2",0.0263355178721023
"lifecyclesavings","XGBoost","R2",-0.19149425220824
"lifecyclesavings","XGBoost","R2",0.750529712439743
"lifecyclesavings","XGBoost","R2",0.132164546830026
"lifecyclesavings","LightGBM","MSE",21.9341121558138
"lifecyclesavings","LightGBM","MSE",8.97200808487871
"lifecyclesavings","LightGBM","MSE",26.0891114109194
"lifecyclesavings","LightGBM","MSE",7.79329112033476
"lifecyclesavings","LightGBM","MSE",3.36457799244657
"lifecyclesavings","LightGBM","MSE",35.2229737678582
"lifecyclesavings","LightGBM","MSE",7.40176821093475
"lifecyclesavings","LightGBM","MSE",39.0286495422179
"lifecyclesavings","LightGBM","MSE",13.9821745062569
"lifecyclesavings","LightGBM","MSE",6.55472034957024
"lifecyclesavings","LightGBM","MAE",3.26846874793602
"lifecyclesavings","LightGBM","MAE",2.39410967721587
"lifecyclesavings","LightGBM","MAE",4.93188277778676
"lifecyclesavings","LightGBM","MAE",2.24701525366629
"lifecyclesavings","LightGBM","MAE",1.52476856363616
"lifecyclesavings","LightGBM","MAE",5.38312154040843
"lifecyclesavings","LightGBM","MAE",2.375
"lifecyclesavings","LightGBM","MAE",5.21285682527288
"lifecyclesavings","LightGBM","MAE",3.1982298851831
"lifecyclesavings","LightGBM","MAE",2.05962414626599
"lifecyclesavings","LightGBM","RMSE",4.68338682534486
"lifecyclesavings","LightGBM","RMSE",2.99533104762707
"lifecyclesavings","LightGBM","RMSE",5.1077501319974
"lifecyclesavings","LightGBM","RMSE",2.79164666824703
"lifecyclesavings","LightGBM","RMSE",1.83427860273367
"lifecyclesavings","LightGBM","RMSE",5.93489458776297
"lifecyclesavings","LightGBM","RMSE",2.72061908596826
"lifecyclesavings","LightGBM","RMSE",6.24729137644611
"lifecyclesavings","LightGBM","RMSE",3.73927459626287
"lifecyclesavings","LightGBM","RMSE",2.56021880892439
"lifecyclesavings","LightGBM","R2",-0.285151682892104
"lifecyclesavings","LightGBM","R2",0.301013280590925
"lifecyclesavings","LightGBM","R2",-0.286570806808219
"lifecyclesavings","LightGBM","R2",0.213803461200107
"lifecyclesavings","LightGBM","R2",0.444629280696199
"lifecyclesavings","LightGBM","R2",-4.35559937779609
"lifecyclesavings","LightGBM","R2",0.0796167381532388
"lifecyclesavings","LightGBM","R2",0.0307752411891639
"lifecyclesavings","LightGBM","R2",-0.602666627266095
"lifecyclesavings","LightGBM","R2",-0.348958808298959
